"","DrugName"
"511","ACCU-CHEK RAPID-D LINK TRANSFER SET 50 (4541065001)"
"512","ACELARIN (NUC-1031) [CLINICAL TRIAL]"
"513","Acetazolamide"
"514","ACETAZOLAMIDE 250mg in 5mL ORAL SUSPENSION"
"515","ACETAZOLAMIDE 250mg TABLETS"
"516","ACETAZOLAMIDE 250MG TABLETS (112 TABS)"
"517","ACETAZOLAMIDE 250mg/5mL SUSPENSION(UL)"
"518","ACETAZOLAMIDE!250mg/5mL!SUSPENSION (100mL)(UL)"
"519","ACETYLCYSTEINE 10ML AMP        ACE189T"
"520","ACETYLCYSTEINE 200 mg in 1ml Intravenous Injectio"
"521","ACETYLCYSTEINE 200 mg in 1ml Intravenous Injection"
"522","ACETYLCYSTEINE 200mg in 1ml Intravenous Injection"
"523","ACETYLCYSTEINE 2g/10mL INJECTION"
"524","ACETYLCYSTEINE 600MG"
"525","ACETYLSALICYLIC ACID/PLACEBO CCR4708 FOR (PN:1508-GCG) TRIAL"
"526","Aciclovir"
"527","ACICLOVIR"
"528","ACICLOVIR (HOMECARE)"
"529","ACICLOVIR (OVERLABELLED) 200 mg in 5ml Suspension"
"530","ACICLOVIR (POWDER for injection) 250 mg Injection"
"531","ACICLOVIR (powder for solution for infusion) 250 mg Injection"
"532","ACICLOVIR (solution for infusion)"
"533","ACICLOVIR (solution for infusion) 500 mg in 20ml Injection"
"534","ACICLOVIR (Supportive)"
"535","ACICLOVIR 200 mg in 5ml Suspension"
"536","ACICLOVIR 200 mg Tablets"
"537","Aciclovir 200mg dispersible tablets"
"538","ACICLOVIR 200mg DISPERSIBLE TABLETS"
"539","ACICLOVIR 200mg DISPERSIBLE TABLETS (25 tabs)"
"540","ACICLOVIR 200mg DISPERSIBLE TABLETS O/P                 "
"541","ACICLOVIR 200mg in 5ml Suspension"
"542","Aciclovir 200mg tablets"
"543","ACICLOVIR 200mg Tablets"
"544","Aciclovir 200mg/5ml oral suspension sugar free"
"545","ACICLOVIR 200mg/5mL SF SUSPENSION"
"546","ACICLOVIR 250 mg Injection"
"547","ACICLOVIR 400 mg Dispersible Tablets"
"548","ACICLOVIR 400 mg in 5ml Suspension"
"549","Aciclovir 400 mg oral tablet"
"550","ACICLOVIR 400 mg Tablets"
"551","Aciclovir 400mg dispersible tablets"
"552","ACICLOVIR 400mg DISPERSIBLE TABLETS"
"553","ACICLOVIR 400mg DISPERSIBLE TABLETS (56 tabs)"
"554","ACICLOVIR 400MG DISPERSIBLE TABLETS (56 TABS)"
"555","Aciclovir 400mg tablets"
"556","ACICLOVIR 400mg Tablets"
"557","ACICLOVIR 400mg TABLETS"
"558","ACICLOVIR 400mg TABLETS                                 "
"559","ACICLOVIR 400mg TABLETS (56 tabs)"
"560","Aciclovir 400mg/5ml oral suspension sugar free"
"561","ACICLOVIR 400mg/5mL SF SUSPENSION"
"562","ACICLOVIR 5 % Cream"
"563","ACICLOVIR 5% CREAM (2g)"
"564","ACICLOVIR 500 mg in 20ml Injection"
"565","Aciclovir 500mg powder for solution for infusion vials"
"566","ACICLOVIR 800 mg Tablets"
"567","ACICLOVIR 800mg DISPERSIBLE TABLETS"
"568","ACICLOVIR 800MG DISPERSIBLE TABLETS"
"569","Aciclovir 800mg tablets"
"570","ACICLOVIR CREAM 5% w/w"
"571","ACICLOVIR DISPERSIBLE TABLET 200mg"
"572","ACICLOVIR HOMECARE 400 mg Dispersible Tablets 56 Tablet Pack"
"573","ACICLOVIR TABLET 400mg"
"574","ACICLOVIR TABLET 800mg"
"575","ACICLOVIR!200mg!TABLETS"
"576","ACICLOVIR!400mg!TABLETS"
"577","aciclovir, dispersible tablet,200mg,tablet(s) [25 tablet(s)]"
"578","aciclovir, dispersible tablet,400mg,tablet(s) [56 tablet(s)]"
"579","ACICLOVIR400MGDISPERSIBLETABLETS(56TABS)"
"580","ACICLOVIRDISPERSIBLETABLET200mg"
"581","ACICLOVIRSUSPENSION200mgin5ml"
"582","ACICLOVIRTABLET400mg"
"583","ACICLOVIRTABLET800mg"
"584","ACITRETIN 10mg CAPSULES"
"585","ACITRETIN 10mg CAPSULES (60 caps)"
"586","ACITRETIN 10MG CAPSULES (60 CAPS)"
"587","ACITRETIN 25MG"
"588","ACITRETIN 25mg CAPSULES (60 caps)"
"589","ACITRETIN 5mg in 5mL ORAL SUSPENSION"
"590","Actilyse / Alteplase 20mg"
"591","Actilyse / Alteplase 50mg"
"592","Actilyse / Alteplase 70mg"
"593","ACTINOMYCIN"
"594","Actinomycin D"
"595","ACTINOMYCIN D"
"596","ACTINOMYCIN D DACTINOMYCIN 500 microgram Injection"
"597","ACTINOMYCIN D IN WATER FOR INJECTION  Intravenous Injection"
"598","ACTIVA ACTIFAST YELLOW"
"599","ACTIVA ACTIFAST YELLOW  AL285-6631"
"600","Activated Factor VII"
"601","Adalimumab"
"602","ADALIMUMAB"
"603","ADALIMUMAB - AMGEVITA (HOMECARE)"
"604","Adalimumab - Biosmilar"
"605","ADALIMUMAB - HOMECARE 40 mg Pen"
"606","ADALIMUMAB - HOMECARE DELIVERY"
"607","ADALIMUMAB - HUMIRA  "
"608","ADALIMUMAB - HUMIRA  (HOMECARE)"
"609","ADALIMUMAB - HUMIRA (HOMECARE)"
"610","Adalimumab - HUMIRA PEN 80MG/0.8ML    20013015"
"611","ADALIMUMAB - IMRALDI"
"612","ADALIMUMAB - IMRALDI "
"613","ADALIMUMAB - IMRALDI (HOMECARE- HIDR. SUPP. INDICATION ONLY)"
"614","ADALIMUMAB - IMRALDI (HOMECARE)"
"615","ADALIMUMAB   Amgevita 40mg 0.8mL PRE FILLED PEN"
"616","ADALIMUMAB   Amgevita 40mg 0.8mL PRE FILLED PEN  H"
"617","ADALIMUMAB   Amgevita 40mg 0.8mL PRE FILLEDSYRINGE"
"618","ADALIMUMAB  (IMRALDI) **HOMECARE DELIVERY ONLY**"
"619","ADALIMUMAB  AMGEVITA (HOMECARE) PEN"
"620","ADALIMUMAB  PEN"
"621","Adalimumab ! HUMIRA PEN 40MG/0.4ML"
"622","Adalimumab ! HUMIRA SYRINGE  40MG/0.4ML"
"623","Adalimumab ! HUMIRA SYRINGE 40MG"
"624","adalimumab $ (humira) pen*HC*"
"625","adalimumab $ pen *homecare*"
"626","adalimumab $(humira) syr*HC*"
"627","ADALIMUMAB ()"
"628","ADALIMUMAB (AMGEVITA)"
"629","ADALIMUMAB (AMGEVITA)  PEN"
"630","ADALIMUMAB (AMGEVITA)  SYRINGE"
"631","ADALIMUMAB (AMGEVITA) (HOME DELIVERY)"
"632","ADALIMUMAB (AMGEVITA) (HOME DELIVERY) (G-S)"
"633","ADALIMUMAB (AMGEVITA) (HOMECARE)"
"634","ADALIMUMAB (AMGEVITA) (PRE-FILLED PENS) 40 mg Inj"
"635","ADALIMUMAB (AMGEVITA) (PRE-FILLED PENS) 40 mg Inje"
"636","ADALIMUMAB (AMGEVITA) (PRE-FILLED SYRINGE) 20 mg"
"637","ADALIMUMAB (AMGEVITA) (PRE-FILLED SYRINGE) 20 mg I"
"638","ADALIMUMAB (AMGEVITA) (PRE-FILLED SYRINGE) 40 mg"
"639","ADALIMUMAB (AMGEVITA) (PRE-FILLED SYRINGE) 40 mg I"
"640","ADALIMUMAB (AMGEVITA) **HOMECARE DELIVERY ONLY**"
"641","ADALIMUMAB (AMGEVITA) 20 mg prefilled syringe"
"642","ADALIMUMAB (AMGEVITA) 40 mg in 0.8ml prefilled pen"
"643","ADALIMUMAB (AMGEVITA) 40 mg in 0.8ml prefilled syringe"
"644","ADALIMUMAB (AMGEVITA) 40mg/0.8ml PEN (2) (HOMECARE"
"645","ADALIMUMAB (AMGEVITA) PENS (HOME DELIVERY ONLY)"
"646","ADALIMUMAB (AMGEVITA) PRE-FILLED PEN"
"647","ADALIMUMAB (AMGEVITA) PRE-FILLED SYRINGE"
"648","ADALIMUMAB (AMGEVITA)* ^"
"649","ADALIMUMAB (AMGEVITA)40mg/0.8mL PEN"
"650","Adalimumab (CCG)"
"651","ADALIMUMAB (D2E7) - HOMECARE 40 mg Preloaded Pen"
"652","ADALIMUMAB (D2E7) - HOMECARE 40 mg Subcutaneous Injection"
"653","ADALIMUMAB (D2E7) - HOMECARE 80 mg Preloaded Pen"
"654","ADALIMUMAB (D2E7) 40 mg Preloaded Pen"
"655","ADALIMUMAB (D2E7) 40 mg Subcutaneous Injection"
"656","ADALIMUMAB (DISCOUNTED)!40mg/0.4mL!PRE-FILLED PEN"
"657","ADALIMUMAB (FOR 'HS') "
"658","ADALIMUMAB (For HS) - HOMECARE 40 mg Preloaded Pen"
"659","ADALIMUMAB (HOME DELIVERY)"
"660","ADALIMUMAB (HOME) 40mg in 0.4ml Injection"
"661","ADALIMUMAB (HOME) 40mg in 0.8ml Injection"
"662","Adalimumab (HOMECARE (HUMIRA))"
"663","ADALIMUMAB (HOMECARE (HUMIRA))"
"664","ADALIMUMAB (homecare pen pack)"
"665","ADALIMUMAB (homecare syringe pack)"
"666","Adalimumab (Homecare)"
"667","ADALIMUMAB (HOMECARE)"
"668","ADALIMUMAB (Homecare) (for HS)"
"669","ADALIMUMAB (HOMECARE) ^ 40 mg Injection"
"670","ADALIMUMAB (HOMECARE) HS DERMATOLOGY"
"671","adalimumab (HomeCare), injection,40mg/0.4ml, 1 Pre-filled pen"
"672","ADALIMUMAB (HUMIRA * HS * )"
"673","ADALIMUMAB (HUMIRA * HS * ) (HOMECARE)"
"674","ADALIMUMAB (Humira FOR HOMECARE THERAPY)"
"675","adalimumab (Humira)"
"676","Adalimumab (Humira)"
"677","ADALIMUMAB (Humira)"
"678","ADALIMUMAB (HUMIRA)"
"679","ADALIMUMAB (HUMIRA) - HOMECARE 40 mg Pen"
"680","ADALIMUMAB (HUMIRA) (HOME DELIVERY)"
"681","ADALIMUMAB (HUMIRA) (HOME DELIVERY) 40 mg in 0.4mL Pre-Filled Pen"
"682","ADALIMUMAB (HUMIRA) (HOME DELIVERY) 40 mg Pre-filled Syringe"
"683","ADALIMUMAB (HUMIRA) (HOMECARE)"
"684","ADALIMUMAB (HUMIRA) (Homecare) (Pre-Filled Pen)"
"685","ADALIMUMAB (HUMIRA) (Homecare) 40 mg Injection (Pre-filled syringe)"
"686","ADALIMUMAB (HUMIRA) (HOMECARE) HS DERMATOLOGY"
"687","ADALIMUMAB (Humira) (PEN) 40 mg Injection"
"688","Adalimumab (Humira) (Pre-filled pen)"
"689","ADALIMUMAB (Humira) (Pre-filled Pen)"
"690","ADALIMUMAB (HUMIRA) (Pre-Filled Pen)"
"691","Adalimumab (Humira) (Pre-filled pen) (Homecare)"
"692","ADALIMUMAB (HUMIRA) (PRE-FILLED PENS) 40 mg Injec"
"693","ADALIMUMAB (HUMIRA) (PRE-FILLED SYRINGE) 40 mg In"
"694","ADALIMUMAB (HUMIRA) (PRE-FILLED SYRINGE) 40 mg Inj"
"695","ADALIMUMAB (HUMIRA) **HOMECARE DELIVERY ONLY**"
"696","ADALIMUMAB (Humira) [HOMECARE]  (GASTRO) (SYRINGE) 40 mg Injection"
"697","ADALIMUMAB (Humira) [HOMECARE] (DERM H/S ONLY) (PEN) 40 mg Injection"
"698","ADALIMUMAB (Humira) [HOMECARE] (DERMATOLOGY) (PEN) 40 mg Injection"
"699","ADALIMUMAB (Humira) [HOMECARE] (GASTRO) (PEN) 40 mg Injection"
"700","ADALIMUMAB (HUMIRA) 20 mg prefilled syringe"
"701","ADALIMUMAB (HUMIRA) 40 mg in 0.4mL Pre-filled Injection Pen"
"702","ADALIMUMAB (HUMIRA) 40 mg in 0.4mL Pre-Filled Pen"
"703","ADALIMUMAB (HUMIRA) 40 mg in 0.4mL Pre-filled Syringe"
"704","ADALIMUMAB (HUMIRA) 40 mg in 0.4ml prefilled pen"
"705","ADALIMUMAB (HUMIRA) 40 mg in 0.4ml prefilled syringe"
"706","ADALIMUMAB (Humira) 40 mg injection"
"707","ADALIMUMAB (Humira) 40 mg Injection"
"708","ADALIMUMAB (HUMIRA) 40 mg Injection Pen"
"709","ADALIMUMAB (HUMIRA) 40 mg Pre-Filled Pen"
"710","ADALIMUMAB (HUMIRA) HOMECARE (HS INDICATION)"
"711","ADALIMUMAB (HUMIRA) Pen"
"712","ADALIMUMAB (Humira) Pre-Filled Pen"
"713","ADALIMUMAB (HUMIRA) PRE-FILLED PEN 40 mg Subcutaneous Injection"
"714","ADALIMUMAB (HUMIRA) pre-filled syringe"
"715","ADALIMUMAB (HUMIRA) PRE-FILLED SYRINGE 40 mg Injection"
"716","ADALIMUMAB (HUMIRA) PRE-FILLED SYRINGE 40 mg Subcutaneous Injection"
"717","ADALIMUMAB (HUMIRA) SYRINGE"
"718","ADALIMUMAB (HUMIRA)(HOME) 40mg in 0.4ml Injection"
"719","ADALIMUMAB (HUMIRA)_(HOMECARE) 20 mg in 0.2mL Pre-filled Syringe"
"720","ADALIMUMAB (HUMIRA)_(HOMECARE) 40 mg in 0.4mL Pre-filled Injection Pen"
"721","ADALIMUMAB (HUMIRA)_(HOMECARE) 40 mg in 0.4mL Pre-filled Syringe"
"722","ADALIMUMAB (HYRIMOZ )"
"723","ADALIMUMAB (HYRIMOZ ) (HOMECARE)"
"724","ADALIMUMAB (HYRIMOZ ) (HOMECARE) REFERENCE PRICE"
"725","ADALIMUMAB (HYRIMOZ ) (HOMECARE)REFERENCE PRICE"
"726","ADALIMUMAB (HYRIMOZ ) (REFERENCE PRICE)"
"727","ADALIMUMAB (HYRIMOZ ) REFERENCE COST CHARGE"
"728","Adalimumab (Hyrimoz)"
"729","ADALIMUMAB (HYRIMOZ) (HHOME) 40 mg Pre-Filled Pen"
"730","ADALIMUMAB (HYRIMOZ) (HOME DELIVERY)"
"731","Adalimumab (Hyrimoz) (Pre-filled pen) (Homecare)"
"732","Adalimumab (Hyrimoz) (Pre Filled Pen)"
"733","ADALIMUMAB (HYRIMOZ) 40 mg Pre-Filled Pen"
"734","ADALIMUMAB (HYRIMOZ) PRE-FILLED PEN 40 mg Subcutaneous Injection"
"735","ADALIMUMAB (HYRIMOZ) PRE-FILLED SYRINGE 40 mg Subcutaneous Injection"
"736","ADALIMUMAB (HYRIMOZ)(HOME) 40 mg in 0.8ml Pre-filled Pen"
"737","Adalimumab (Imraldi Biosimilar)"
"738","ADALIMUMAB (Imraldi FOR HOMECARE THERAPY)"
"739","ADALIMUMAB (IMRALDI)"
"740","ADALIMUMAB (IMRALDI) "
"741","ADALIMUMAB (IMRALDI) (HOME DELIVERY)"
"742","ADALIMUMAB (IMRALDI) (HOME DELIVERY) 40 mg in 0.8mL Pre-Filled Pen"
"743","ADALIMUMAB (IMRALDI) (HOME DELIVERY) 40 mg Pre-filled Syringe"
"744","ADALIMUMAB (IMRALDI) (HOMECARE)"
"745","ADALIMUMAB (IMRALDI) (PRE-FILLED PENS) 40 mg Injec"
"746","ADALIMUMAB (Imraldi) [HOMECARE] (RHEUMATOLOGY) (PEN) 40 mg in 0.8ml Injection"
"747","ADALIMUMAB (IMRALDI) 40 mg in 0.8mL Pre-Filled Pen"
"748","ADALIMUMAB (IMRALDI) PENS (HOME DELIVERY ONLY)"
"749","ADALIMUMAB (IMRALDI) PRE- FILLED SYRINGE (HOME DELIVERY)"
"750","ADALIMUMAB (Imraldi) Pre-Filled Pen"
"751","ADALIMUMAB (IMRALDI) PRE-FILLED PEN"
"752","ADALIMUMAB (Imraldi) Pre-Filled Syringe"
"753","adalimumab (imraldi)$ pen"
"754","adalimumab (imraldi)40mg/0.8ml"
"755","ADALIMUMAB (Pen)"
"756","ADALIMUMAB (PEN) (HHOME) 40 mg Injection Pen"
"757","ADALIMUMAB (PEN) (HUMIRA) (HHOME) 40 mg Injection Pen"
"758","ADALIMUMAB (Pen) 40 mg Injection 2 x 40mg prefilled pen Pack"
"759","Adalimumab (Pre-filled pen)"
"760","Adalimumab (Pre-filled pen) (Homecare)"
"761","ADALIMUMAB (PRE-FILLED PENS) 40 mg Injection"
"762","ADALIMUMAB (pre-filled syringe)"
"763","ADALIMUMAB (PRE-FILLED SYRINGE) 40 mg Injection"
"764","ADALIMUMAB **HOMECARE DELIVERY ONLY**"
"765","ADALIMUMAB [AMGEVITA] (HOMECARE) 20 mg/0.4mL Soln for Inject PF Syringes"
"766","ADALIMUMAB [AMGEVITA] (HOMECARE) 40 mg/0.8mL Soln for Inject PF Disp Device"
"767","ADALIMUMAB [AMGEVITA] (HOMECARE) 40 mg/0.8mL Soln for Injection PF Pen"
"768","ADALIMUMAB [AMGEVITA] 20 mg/0.2mL Soln for Inject PF Syringes"
"769","ADALIMUMAB [AMGEVITA] 20 mg/0.4mL Soln for Inject PF Syringes"
"770","ADALIMUMAB [AMGEVITA] 40 mg/0.8mL Soln for Inject PF Syringes"
"771","ADALIMUMAB [AMGEVITA] 40 mg/0.8mL Soln for Injection PF Pen"
"772","ADALIMUMAB [HUMIRA] (HOMECARE) 20 mg/0.2mL Soln for Inject PF Syringes"
"773","ADALIMUMAB [HUMIRA] (HOMECARE) 40 mg Solution for Injection"
"774","ADALIMUMAB [HUMIRA] (HOMECARE) 40 mg/0.4mL Soln for Inject PF Disp Device"
"775","ADALIMUMAB [HUMIRA] (HOMECARE) 40 mg/0.4mL Soln for Injection PF Pen"
"776","ADALIMUMAB [HUMIRA] 40 mg/0.4mL Soln for Injection PF Pen"
"777","ADALIMUMAB [IMRALDI] (HOMECARE) 40 mg/0.8mL Soln for Inject PF Disp Device"
"778","ADALIMUMAB [IMRALDI] (HOMECARE) 40 mg/0.8mL Soln for Inject PF Syringes"
"779","ADALIMUMAB [IMRALDI] (HOMECARE) 40 mg/0.8mL Soln for Injection PF Pen"
"780","ADALIMUMAB [IMRALDI] 40 mg/0.8mL Soln for Inject PF Disp Device"
"781","ADALIMUMAB [IMRALDI] 40 mg/0.8mL Soln for Injection PF Pen"
"782","ADALIMUMAB 20 mg prefilled syringe"
"783","ADALIMUMAB 20mg SYRINGE (HUMIRA)(HOMECARE)"
"784","ADALIMUMAB 20mg/0.2mL PRE-FILLED SYRINGE"
"785","ADALIMUMAB 40 mg/0.4mL Soln for Inject PF Syringes"
"786","ADALIMUMAB 40MG"
"787","ADALIMUMAB 40MG HOMECARE"
"788","ADALIMUMAB 40MG HOMECARE AMGEVITA"
"789","ADALIMUMAB 40mg/0.4mL PEN (Humira) VIA HOMECARE (1)"
"790","ADALIMUMAB 40mg/0.4mL PRE-FILLED PEN"
"791","ADALIMUMAB 40mg/0.4mL PRE-FILLED PEN (2)"
"792","ADALIMUMAB 40mg/0.4ml PRE-FILLED PEN HUMIRA (HOMEC"
"793","ADALIMUMAB 40mg/0.4mL PRE-FILLED SYRINGE"
"794","Adalimumab 40mg/0.4ml solution for injection pre-filled disposable devices"
"795","ADALIMUMAB 40MG/0.4ML SOLUTION FOR INJECTION PRE-FILLED DISPOSABLE DEVICES"
"796","ADALIMUMAB 40MG/0.4ML SOLUTION FOR INJECTION PRE-FILLED DISPOSABLE DEVICES 2 PRE-FILLED DISPOSABLE INJECTION"
"797","Adalimumab 40mg/0.4ml solution for injection pre-filled syringes"
"798","ADALIMUMAB 40MG/0.4ML SOLUTION FOR INJECTION PRE-FILLED SYRINGES"
"799","ADALIMUMAB 40mg/0.4mL!PRE-FILLED PEN (HUMIRA)"
"800","ADALIMUMAB 40mg/0.4mL!PRE-FILLED SYRINGE (HUMIRA)"
"801","ADALIMUMAB 40mg/0.8mL"
"802","ADALIMUMAB 40mg/0.8mL PEN (AMGEVITA)(2x0.8mL)(HomeCare)"
"803","ADALIMUMAB 40MG/0.8ML PF PEN (HYRIMOZ) (2) VIA HOMECARE"
"804","ADALIMUMAB 40mg/0.8mL PRE-FILLED PEN"
"805","ADALIMUMAB 40mg/0.8mL PRE-FILLED PEN (AMGEVITA)(2)"
"806","ADALIMUMAB 40mg/0.8mL PRE-FILLED PEN (HOMECARE PATIENTS)"
"807","ADALIMUMAB 40mg/0.8mL PRE-FILLED PEN (HUMIRA)(HOMECARE)"
"808","ADALIMUMAB 40mg/0.8mL PRE-FILLED PEN (IMRALDI)(2)HOMECAR"
"809","Adalimumab 40mg/0.8ml solution for injection pre-filled disposable devices"
"810","ADALIMUMAB 40MG/0.8ML SOLUTION FOR INJECTION PRE-FILLED DISPOSABLE DEVICES"
"811","Adalimumab 40mg/0.8ml solution for injection pre-filled syringes"
"812","ADALIMUMAB 40MG/0.8ML SOLUTION FOR INJECTION PRE-FILLED SYRINGES"
"813","Adalimumab 40mg/0.8ml solution for injection vials"
"814","ADALIMUMAB 40mg/0.8mL!PRE-FILLED PEN (AMGEVITA)"
"815","ADALIMUMAB 40mg/0.8mL!PRE-FILLED PEN (IMRALDI)"
"816","ADALIMUMAB á(IMRALDI) **HOMECARE DELIVERY ONLY**"
"817","ADALIMUMAB AMGEVITA (1 x 0.8ml"
"818","ADALIMUMAB AMGEVITA (1 x 0.8ml Prefilled )"
"819","ADALIMUMAB AMGEVITA (HOMECARE)"
"820","ADALIMUMAB AMGEVITA 40 mg Injection Pre Filled Pen"
"821","ADALIMUMAB FOR HIDRADENITIS SUPPURATIVA (HUMIRA)_(HOMECARE) 40 mg in 0.4mL Pre-filled Injection Pen"
"822","ADALIMUMAB HOMECARE (HS INDICATION)"
"823","adalimumab HS (humira)$pen*HC*"
"824","ADALIMUMAB HUMIRA ()"
"825","ADALIMUMAB HUMIRA (HOMECARE)"
"826","ADALIMUMAB HUMIRA (HOMECARE) PEN"
"827","ADALIMUMAB HUMIRA 40 mg Injection Pre Filled Pen"
"828","ADALIMUMAB HYRIMOZ (HOMECARE)"
"829","ADALIMUMAB HYRIMOZ PEN ()"
"830","ADALIMUMAB HYRIMOZ SYRINGE ()"
"831","ADALIMUMAB IMRALDI 40 mg Injection Pre Filled Pen"
"832","ADALIMUMAB IMRALDI 40 mg Injection Prefilled Syringe"
"833","ADALIMUMAB PEN"
"834","adalimumab pen $*homecare*"
"835","Adalimumab Pen (Amgevita)"
"836","Adalimumab Pen (Amgevita) 40 Mg In 0.8Ml Injection"
"837","Adalimumab Pen (Humira)"
"838","Adalimumab Pen (Humira) 40 Mg In 0.4Ml Injection"
"839","adalimumab pen *homecare* 40mg"
"840","ADALIMUMAB PEN 40 mg Injection"
"841","ADALIMUMAB PFS (AMGEVITA) 40 mg Subcutaneous Injection 2 Pre-Filled Syringe Pack"
"842","ADALIMUMAB PFS (FOR 'HS') "
"843","ADALIMUMAB PFS HOMECARE (AMGEVITA)"
"844","ADALIMUMAB PFS HOMECARE (AMGEVITA) 40 mg Subcutaneous Injection 1 Pre-Filled Syringe Pack"
"845","ADALIMUMAB PFS HOMECARE (HUMIRA)"
"846","ADALIMUMAB PFS HOMECARE (HUMIRA) 40 mg Subcutaneous Injection 1 Pre-Filled Syringe Pack"
"847","ADALIMUMAB PFS HOMECARE 40 mg Subcutaneous Injection 1 Pre-Filled Syringe Pack"
"848","ADALIMUMAB pre-filled pen"
"849","adalimumab pre-filled pen  40mg/0.4ml injection"
"850","ADALIMUMAB pre-filled pen 40 mg Injection"
"851","ADALIMUMAB pre-filled syringe 40 mg in 0.4ml Injection"
"852","ADALIMUMAB pre-filled syringe 40 mg Injection"
"853","ADALIMUMAB REF PRICE"
"854","ADALIMUMAB REFERENCE PRICE"
"855","ADALIMUMAB SUB-CUTANEOUS INJECTION 40mg"
"856","adalimumab syringe $*homecare*"
"857","Adalimumab Syringe (Amgevita)"
"858","Adalimumab Syringe (Amgevita) 20 Mg In 0.4Ml Injection"
"859","Adalimumab Syringe (Amgevita) 40 Mg In 0.8Ml Injection"
"860","Adalimumab Syringe (Homecare)"
"861","adalimumab syringe *homecare*"
"862","ADALIMUMAB!20mg/0.2mL!PRE-FILLED SYRINGE"
"863","ADALIMUMAB!40mg!PRELOADED PEN (1)"
"864","ADALIMUMAB!40mg/0.4mL!INJECTION (1 PFP)"
"865","ADALIMUMAB!40mg/0.4mL!PRE-FILLED PEN"
"866","ADALIMUMAB!40mg/0.4mL!PRE-FILLED PEN (2)"
"867","ADALIMUMAB!40mg/0.4mL!PRE-FILLED PEN (HUMIRA)"
"868","ADALIMUMAB!40mg/0.4mL!PRE-FILLED SYRINGE"
"869","ADALIMUMAB!40mg/0.8mL!INJECTION (1 Vial)"
"870","ADALIMUMAB!40mg/0.8mL!PEN (AMGEVITA)(2x0.8mL)(HomeCare)"
"871","ADALIMUMAB!40mg/0.8mL!PRE-FILLED PEN"
"872","ADALIMUMAB!40mg/0.8mL!PRE-FILLED PEN (HUMIRA)(HOMECARE)"
"873","ADALIMUMAB!40mg/0.8mL!PRE-FILLED PEN (IMRALDI)"
"874","ADALIMUMAB!40mg/0.8mL!PRE-FILLED PEN (IMRALDI)(2)HOMECAR"
"875","ADALIMUMAB(AMGEVITA)"
"876","ADALIMUMAB(Humira)"
"877","ADALIMUMAB(HUMIRA)"
"878","ADALIMUMAB_HC"
"879","ADAPTOR - LUER 14.1205 [100]"
"880","ADCAL-D3 1500MG/400UNITS CHEWABLE TABLETS (56 TABS)"
"881","ADCAL-D3 750MG/200UNITS CAPLETS (112 TABS)"
"882","Adcal-D3 chewable tablets tutti frutti"
"883","ADCAL-D31500MG/400UNITSCHEWABLETABLETS(56TABS)"
"884","ADCAL-D3750MG/200UNITSCAPLETS(112TABS)"
"885","ADCAL D3 Calcium Carbonate 1.5G & Colecalciferol"
"886","ADCAL D3 Calcium Carbonate 1.5G & Colecalciferol 1"
"887","ADCAL D3 Calcium carbonate 750mg and Colecalcifer"
"888","ADCAL D3 Calcium carbonate 750mg and Colecalcifero"
"889","ADCETRIS 50MG POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION VIALS (TAKEDA UK LTD)"
"890","ADDIPHOS"
"891","ADDIPHOS  injection"
"892","ADDITIVE CAPS (PRODUCT CODE SDE8076)  Cap"
"893","ADDITRACE"
"894","ADDITRACE  injection"
"895","ADDITRACE INJECTION"
"896","Adefovir"
"897","ADEFOVIR"
"898","ADEFOVIR DIPIVOXIL"
"899","ADEFOVIR DIPIVOXIL 10mg TABLETS"
"900","ADEFOVIR DIPIVOXIL 10MG TABLETS (30 TABS) VIA HOMECARE"
"901","ADEFOVIR DIPIVOXIL!10mg!TABLETS"
"902","ADEFOVIR DIPIVOXIL!10mg!TABLETS (30 tabs)"
"903","ADEFOVIR DIPIVOXIL!10mg!TABLETS (30 tabs)1VIA HOMECARE"
"904","ADEFOVIR_HC"
"905","ADEMPAS"
"906","Adhoc Table"
"907","ADL032M"
"908","ADL076B"
"909","ADL445B"
"910","ADL462B"
"911","Admin"
"912","Admin and delivery charges"
"913","Admin Set For B/Guard 1.2 mf"
"914","ADMIN SETS"
"915","Adoport"
"916","ADOPORT"
"917","ADOPORT (TACROLIMUS)"
"918","ADOPORT (TACROLIMUS) 500 micrograms Capsules"
"919","ADOPORT (TACROLIMUS) IMMEDIATE RELEASE CAPSULES 2mg"
"920","ADOPORT (TACROLIMUS)!I/R CAPSULES 1mg (HOMECARE)"
"921","ADOPORT (TACROLIMUS)!IMMEDIATE RELEASE CAPSULES 0.5mg"
"922","ADOPORT (TACROLIMUS)!IMMEDIATE RELEASE CAPSULES 1mg"
"923","ADOPORT (TACROLIMUS)!IMMEDIATE RELEASE CAPSULES 5mg"
"924","Adoport 0.5mg capsules"
"925","ADOPORT 0.5MG CAPSULES"
"926","ADOPORT 0.75MG CAPSULES"
"927","ADOPORT 0.75MG CAPSULES (SANDOZ LTD) 50 CAPSULE 5 X 10 CAPSULES"
"928","Adoport 1mg capsules"
"929","ADOPORT 1MG CAPSULES"
"930","ADOport 1mg CAPSULES  TACROLIMUS"
"931","ADOport 500microgram CAPSULES  TACROLIMUS   50 cap"
"932","ADOport 500microgram CAPSULES (TACROLIMUS) (50 cap"
"933","Adoport 5mg capsules"
